180	210.47	90.00
175	227.24	90.00
173	228.62	90.00
173	230.00	90.00
172	231.54	90.00
171	232.77	90.00
168	234.31	90.00
168	235.54	90.00
168	237.08	90.00
167	238.46	90.00
164	239.84	90.00
164	241.38	90.00
165	242.92	90.00
170	244.46	90.00
169	246.00	90.00
165	247.53	90.00
165	249.07	90.00
165	250.45	90.00
166	251.84	90.00
166	253.38	90.00
167	254.60	90.00
167	256.14	90.00
168	257.53	90.00
169	258.91	90.00
169	260.30	90.00
171	261.68	90.00
172	263.06	90.00
174	264.45	90.00
176	265.83	90.00
179	269.21	90.00
182	270.60	90.00
184	271.98	90.00
183	273.37	90.00
187	274.90	90.00
190	276.13	90.00
193	277.67	90.00
197	279.06	90.00
200	280.44	90.00
205	281.82	90.00
210	283.21	90.00
214	284.58	90.00
219	285.98	90.00
224	287.51	90.00
235	288.74	90.00
239	290.28	90.00
239	291.66	90.00
235	293.05	90.00
230	294.59	90.00
235	295.81	90.00
234	297.35	90.00
231	298.74	90.00
227	300.12	90.00
224	301.66	90.00
219	302.89	90.00
210	304.27	90.00
207	305.66	90.00
203	307.20	90.00
194	311.19	90.00
193	312.58	90.00
190	313.96	90.00
187	315.34	90.00
185	316.73	90.00
184	318.27	90.00
183	319.50	90.00
181	321.03	90.00
181	322.42	90.00
180	323.80	90.00
180	325.19	90.00
179	326.57	90.00
178	327.95	90.00
177	329.34	90.00
177	330.56	90.00
177	331.95	90.00
176	333.33	90.00
177	334.71	90.00
176	336.25	90.00
176	337.48	90.00
176	339.02	90.00
176	340.25	90.00
178	341.79	90.00
178	343.17	90.00
179	344.55	90.00
179	346.09	90.00
179	347.32	90.00
180	348.86	90.00
181	350.24	90.00
183	353.78	90.00
184	355.16	90.00
186	356.55	90.00
188	358.09	90.00
191	359.47	90.00
192	0.85	90.00
195	2.24	90.00
198	3.62	90.00
201	4.85	90.00
203	6.39	90.00
206	7.62	90.00
210	9.00	90.00
213	10.39	90.00
219	11.76	90.00
240	19.00	89.75
238	21.30	89.75
232	22.69	89.75
228	24.07	89.75
224	25.46	89.75
219	26.84	89.75
214	28.22	89.75
209	29.76	89.75
205	30.99	89.75
201	32.53	89.75
198	33.76	89.75
194	35.30	89.75
191	36.68	89.75
188	38.07	89.75
186	39.45	89.75
184	40.83	89.75
180	43.76	89.75
178	45.14	89.75
178	46.52	89.75
177	47.91	89.75
175	49.29	89.75
175	50.67	89.75
174	52.06	89.75
173	53.44	89.75
172	54.98	89.75
172	56.36	89.75
171	57.75	89.75
170	59.13	89.75
170	60.52	89.75
169	61.90	89.75
169	63.28	89.75
168	64.82	89.75
165	66.21	89.75
168	67.59	89.75
168	68.97	89.75
170	70.36	89.75
170	71.74	89.75
170	73.12	89.75
171	74.66	89.75
171	76.05	89.75
171	77.43	89.75
172	78.81	89.75
174	80.20	89.75
175	81.58	89.75
175	82.97	89.75
177	84.50	89.75
180	87.43	89.75
183	88.81	89.75
185	90.19	89.75
189	91.58	89.75
191	92.96	89.75
192	94.34	89.75
193	95.73	89.75
198	97.11	89.75
200	98.34	89.75
203	99.88	89.75
206	101.11	89.75
209	102.65	89.75
216	103.88	89.75
221	105.42	89.75
225	106.80	89.75
228	108.18	89.75
234	109.41	89.75
241	110.95	89.75
246	112.18	89.75
252	113.72	89.75
249	114.95	89.75
242	116.33	89.75
234	117.72	89.75
231	119.10	89.75
227	120.49	89.75
223	121.87	89.75
220	123.25	89.75
215	124.64	89.75
211	126.02	89.75
203	128.94	89.75
201	130.33	89.75
199	131.86	89.75
196	133.09	89.75
194	134.63	89.75
192	136.02	89.75
191	137.40	89.75
189	138.78	89.75
186	140.17	89.75
185	141.55	89.75
185	142.94	89.75
185	144.47	89.75
185	145.86	89.75
183	147.24	89.75
183	148.63	89.75
181	150.01	89.75
182	151.55	89.75
181	152.78	89.75
181	154.31	89.75
181	155.70	89.75
181	157.08	89.75
181	158.47	89.75
181	159.85	89.75
182	161.23	89.75
183	162.62	89.75
200	169.54	89.49
202	171.84	89.49
204	173.38	89.49
206	174.77	89.49
211	178.15	89.49
213	179.53	89.49
212	180.92	89.49
207	182.30	89.49
205	183.53	89.49
210	185.07	89.49
214	186.30	89.49
218	187.84	89.49
220	189.07	89.49
214	190.60	89.49
208	191.83	89.49
212	193.37	89.49
218	194.60	89.49
223	196.14	89.49
221	197.37	89.49
222	198.91	89.49
202	200.45	89.49
195	201.83	89.49
213	203.21	89.49
198	204.75	89.49
196	206.13	89.49
192	207.67	89.49
175	209.21	89.49
172	210.59	89.49
196	212.13	89.49
199	213.36	89.49
170	214.90	89.49
166	216.28	89.49
183	220.74	89.49
180	222.13	89.49
179	223.51	89.49
177	225.05	89.49
177	226.03	89.49
175	227.82	89.49
174	229.20	89.49
172	230.58	89.49
171	232.12	89.49
171	233.35	89.49
167	234.89	89.49
168	236.43	89.49
167	237.81	89.49
167	239.19	89.49
165	240.73	89.49
165	242.12	89.49
167	243.65	89.49
174	245.35	89.49
167	246.88	89.49
165	248.42	89.49
165	249.81	89.49
167	251.19	89.49
167	252.73	89.49
167	253.96	89.49
168	255.49	89.49
168	256.72	89.49
170	258.26	89.49
171	259.65	89.49
171	261.03	89.49
176	264.41	89.49
177	265.64	89.49
177	267.03	89.49
179	268.41	89.49
180	269.79	89.49
182	271.18	89.49
184	272.72	89.49
188	273.95	89.49
191	275.48	89.49
194	276.87	89.49
198	278.25	89.49
201	279.64	89.49
204	281.02	89.49
210	282.56	89.49
215	283.79	89.49
220	285.33	89.49
224	286.71	89.49
227	288.09	89.49
233	289.48	89.49
238	290.86	89.49
234	292.40	89.49
229	293.63	89.49
227	295.17	89.49
232	296.55	89.49
230	297.93	89.49
226	299.32	89.49
222	300.70	89.49
219	302.09	89.49
207	305.93	89.49
203	307.47	89.49
200	308.70	89.49
197	310.24	89.49
194	311.62	89.49
192	313.00	89.49
191	314.39	89.49
188	315.61	89.49
185	317.15	89.49
184	318.38	89.49
183	319.92	89.49
177	327.91	89.24
