233	204.48	90.00
251	212.63	90.00
256	214.01	90.00
258	215.40	90.00
262	216.78	90.00
265	218.16	90.00
270	219.39	90.00
274	220.78	90.00
280	222.16	90.00
281	223.55	90.00
283	224.93	90.00
284	226.31	90.00
284	227.70	90.00
284	228.93	90.00
284	230.30	90.00
283	231.69	90.00
284	233.08	90.00
284	234.46	90.00
284	235.69	90.00
286	237.07	90.00
286	238.46	90.00
287	239.84	90.00
285	241.23	90.00
285	242.61	90.00
284	244.00	90.00
281	245.23	90.00
277	246.61	90.00
274	247.99	90.00
270	249.38	90.00
264	252.61	90.00
261	253.84	90.00
260	255.22	90.00
259	256.61	90.00
257	257.84	90.00
255	259.37	90.00
254	260.60	90.00
252	261.99	90.00
250	263.37	90.00
250	264.76	90.00
249	266.14	90.00
248	267.37	90.00
249	268.75	90.00
248	270.14	90.00
248	271.52	90.00
248	272.90	90.00
248	274.13	90.00
248	275.67	90.00
248	276.90	90.00
249	278.29	90.00
251	279.67	90.00
253	281.05	90.00
254	282.44	90.00
256	283.82	90.00
258	285.21	90.00
258	286.44	90.00
260	287.82	90.00
261	289.20	90.00
265	292.28	90.00
267	293.66	90.00
269	295.05	90.00
271	296.43	90.00
275	297.82	90.00
277	299.05	90.00
278	300.43	90.00
279	301.81	90.00
279	303.20	90.00
279	304.58	90.00
280	305.81	90.00
279	307.20	90.00
278	308.58	90.00
278	309.96	90.00
277	311.35	90.00
276	312.58	90.00
275	313.96	90.00
276	315.34	90.00
276	316.73	90.00
276	318.11	90.00
276	319.34	90.00
275	320.88	90.00
274	322.11	90.00
275	323.34	90.00
273	324.72	90.00
273	326.11	90.00
274	327.49	90.00
273	328.88	90.00
272	330.10	90.00
266	333.02	90.00
263	334.41	90.00
260	335.79	90.00
259	337.02	90.00
256	338.40	90.00
252	339.79	90.00
250	341.17	90.00
246	342.56	90.00
245	343.94	90.00
242	345.32	90.00
240	346.55	90.00
238	347.93	90.00
236	349.32	90.00
234	350.70	90.00
231	356.70	90.00
230	359.16	90.00
229	0.55	90.00
229	1.93	90.00
230	3.16	90.00
230	4.70	90.00
230	5.93	90.00
230	7.31	90.00
230	8.70	90.00
231	9.93	90.00
232	11.31	90.00
233	12.69	90.00
