172	171.58	90.00
176	171.10	90.00
178	172.33	90.00
179	173.56	90.00
181	174.78	90.00
181	176.16	90.00
182	177.54	90.00
184	178.77	90.00
185	179.99	90.00
184	181.22	90.00
187	182.60	90.00
174	183.83	90.00
172	185.05	90.00
168	186.43	90.00
197	187.66	90.00
199	188.89	90.00
181	190.11	90.00
204	191.34	90.00
192	192.72	90.00
187	194.10	90.00
189	195.48	90.00
188	196.86	90.00
198	198.08	90.00
204	199.46	90.00
196	200.69	90.00
206	202.07	90.00
214	203.30	90.00
216	204.52	90.00
222	205.75	90.00
210	208.66	90.00
209	209.89	90.00
216	211.27	90.00
217	212.49	90.00
214	213.72	90.00
211	214.95	90.00
208	216.17	90.00
205	217.55	90.00
200	218.78	90.00
208	220.01	90.00
210	221.39	90.00
209	222.61	90.00
207	223.84	90.00
206	225.06	90.00
205	226.29	90.00
203	227.52	90.00
201	228.90	90.00
200	230.12	90.00
198	231.50	90.00
197	232.73	90.00
195	233.96	90.00
196	235.18	90.00
181	236.41	90.00
179	237.63	90.00
180	239.01	90.00
179	240.24	90.00
179	241.62	90.00
178	242.85	90.00
178	246.68	90.00
179	247.91	90.00
178	249.29	90.00
177	250.51	90.00
178	251.74	90.00
178	252.96	90.00
179	254.19	90.00
179	255.42	90.00
181	256.80	90.00
182	258.02	90.00
182	259.25	90.00
183	260.48	90.00
186	261.86	90.00
187	263.08	90.00
189	264.31	90.00
190	265.53	90.00
192	266.76	90.00
193	267.99	90.00
196	269.37	90.00
198	270.59	90.00
201	271.82	90.00
203	273.05	90.00
206	274.43	90.00
209	275.65	90.00
212	276.88	90.00
216	278.11	90.00
219	279.33	90.00
222	280.56	90.00
226	281.78	90.00
235	284.85	90.00
239	286.08	90.00
244	287.30	90.00
247	288.53	90.00
243	289.76	90.00
237	290.98	90.00
231	292.21	90.00
227	293.59	90.00
223	294.81	90.00
218	296.04	90.00
214	297.27	90.00
210	298.65	90.00
207	299.87	90.00
203	301.10	90.00
191	321.58	90.00
188	308.92	90.00
186	310.14	90.00
184	311.37	90.00
182	312.60	90.00
181	313.82	90.00
178	315.20	90.00
178	316.43	90.00
177	317.66	90.00
176	318.88	90.00
175	320.11	90.00
173	321.34	90.00
172	322.56	90.00
170	323.94	90.00
169	326.85	90.00
169	328.08	90.00
168	-30.85	90.00
168	-29.62	90.00
168	-28.24	90.00
167	-27.01	90.00
166	-25.63	90.00
165	-24.41	90.00
166	-23.18	90.00
168	-21.80	90.00
168	-20.58	90.00
168	-19.35	90.00
169	-18.12	90.00
169	-16.90	90.00
169	-15.52	90.00
170	-14.29	90.00
171	-13.06	90.00
172	-11.84	90.00
172	-10.61	90.00
173	-9.39	90.00
174	-8.16	90.00
175	-6.93	90.00
176	-5.71	90.00
177	-4.48	90.00
179	-3.25	90.00
180	-1.87	90.00
181	-0.65	90.00
183	0.58	90.00
185	1.81	90.00
190	4.72	90.00
191	5.94	90.00
193	7.17	90.00
196	8.40	90.00
200	9.62	90.00
203	10.85	90.00
206	12.08	90.00
210	13.30	90.00
215	14.53	90.00
219	15.76	90.00
224	16.98	90.00
228	18.21	90.00
232	19.43	90.00
237	20.66	90.00
242	21.89	90.00
243	23.11	90.00
239	24.34	90.00
235	25.57	90.00
231	26.79	90.00
227	28.02	90.00
224	29.25	90.00
219	30.47	90.00
216	31.70	90.00
214	32.93	90.00
211	34.15	90.00
209	35.38	90.00
205	36.60	90.00
202	37.98	90.00
201	39.21	90.00
198	40.44	90.00
196	41.66	90.00
192	44.58	90.00
190	45.96	90.00
188	47.18	90.00
187	48.41	90.00
187	49.63	90.00
186	50.86	90.00
185	52.09	90.00
185	53.31	90.00
184	54.54	90.00
183	55.77	90.00
182	56.99	90.00
182	58.37	90.00
182	59.60	90.00
181	60.83	90.00
181	62.05	90.00
181	63.28	90.00
181	64.50	90.00
181	65.73	90.00
180	66.96	90.00
181	68.18	90.00
180	69.41	90.00
181	70.64	90.00
181	71.86	90.00
182	73.09	90.00
182	74.32	90.00
183	75.54	90.00
187	86.27	90.00
189	83.05	90.00
191	84.28	90.00
192	85.66	90.00
198	88.42	90.00
201	89.65	90.00
202	90.87	90.00
205	92.10	90.00
208	93.48	90.00
210	94.70	90.00
212	95.93	90.00
209	97.16	90.00
220	98.38	90.00
223	99.76	90.00
228	100.99	90.00
231	102.22	90.00
